;Tempo[s];Z_onda[m];Z_heave[m];;;;
4331;433,1120309;0,404647811;0,00218852;;;;
4332;433,2120337;0,227956782;0,002320242;;;;
4333;433,3120364;0,043391548;0,002446161;;;;
4334;433,4120392;-0,142646991;0,00256576;;;;
4335;433,512042;-0,323705121;0,002678713;;;;
4336;433,6120448;-0,493500674;0,002784889;;;;
4337;433,7120476;-0,646141547;0,002884355;;;;
4338;433,8120503;-0,776330748;0,002977369;;;;
4339;433,9120531;-0,879550764;0,003064367;;;;
4340;434,0120559;-0,952220786;0,003145943;;;;
4341;434,1120587;-0,991821278;0,003222823;;;;
4342;434,2120614;-0,996981501;0,003295842;;;;
4343;434,3120642;-0,967526954;0,003365902;;;;
4344;434,412067;-0,904485069;0,003433944;;;;
4345;434,5120698;-0,810048981;0,003500908;;;;
4346;434,6120726;-0,687500693;0,003567699;;;;
4347;434,7120753;-0,541096358;0,003635148;;;;
4348;434,8120781;-0,375917744;0,003703983;;;;
4349;434,9120809;-0,197695122;0,003774799;;;;
4350;435,0120837;-0,012607809;0,003848033;;;;
4351;435,1120864;0,172930629;0,003923945;;;;
4352;435,2120892;0,352495014;0,00400261;;;;
4353;435,312092;0,519871251;0,004083904;;;;
4354;435,4120948;0,669271368;0,004167514;;;;
4355;435,5120976;0,795533434;0,004252937;;;;
4356;435,6121003;0,894299488;0,004339504;;;;
4357;435,7121031;0,962165368;0,004426393;;;;
4358;435,8121059;0,996797336;0,004512658;;;;
4359;435,9121087;0,997011565;0,004597258;;;;
4360;436,0121114;0,96281384;0,004679096;;;;
4361;436,1121142;0,895398206;0,004757047;;;;
4362;436,212117;0,797104697;0,004830002;;;;
4363;436,3121198;0,671337697;0,004896903;;;;
4364;436,4121226;0,522447798;0,004956778;;;;
4365;436,5121253;0,355581287;0,005008774;;;;
4366;436,6121281;0,176502443;0,005052185;;;;
4367;436,7121309;-0,00860522;0,005086479;;;;
4368;436,8121337;-0,193351959;0,005111314;;;;
4369;436,9121364;-0,371361765;0,005126548;;;;
4370;437,0121392;-0,536491758;0,005132248;;;;
4371;437,112142;-0,683043537;0,005128686;;;;
4372;437,2121448;-0,805959254;0,00511633;;;;
4373;437,3121476;-0,900995717;0,005095828;;;;
4374;437,4121503;-0,964870574;0,005067987;;;;
4375;437,5121531;-0,995375548;0,005033748;;;;
4376;437,6121559;-0,99145283;0,004994149;;;;
4377;437,7121587;-0,953231981;0,004950296;;;;
4378;437,8121614;-0,882026014;0,00490332;;;;
4379;437,9121642;-0,780286748;0,004854345;;;;
4380;438,012167;-0,651520894;0,004804443;;;;
4381;438,1121698;-0,5001697;0,004754607;;;;
4382;438,2121726;-0,331456223;0,004705709;;;;
4383;438,3121753;-0,151205447;0,004658476;;;;
4384;438,4121781;0,034356606;0,004613465;;;;
4385;438,5121809;0,218817855;0,004571043;;;;
4386;438,6121837;0,395801832;0,004531378;;;;
4387;438,7121864;0,559188349;0,004494434;;;;
4388;438,8121892;0,703325528;0,004459973;;;;
4389;438,912192;0,823225794;0,004427562;;;;
4390;439,0121948;0,914738986;0,004396594;;;;
4391;439,1121976;0,974696543;0,004366307;;;;
4392;439,2122003;1,001021684;0,004335815;;;;
4393;439,3122031;0,992801711;0,004304134;;;;
4394;439,4122059;0,950319878;0,004270227;;;;
4395;439,5122087;0,875045682;0,004233032;;;;
4396;439,6122115;0,769583903;0,00419151;;;;
4397;439,7122142;0,637584158;0,004144676;;;;
4398;439,812217;0,483614133;0,004091639;;;;
4399;439,9122198;0,313000935;0,004031633;;;;
4400;440,0122226;0,131646116;0,00396405;;;;
4401;440,1122253;-0,054179151;0,003888462;;;;
4402;440,2122281;-0,238051571;0,003804636;;;;
4403;440,3122309;-0,413618311;0,00371255;;;;
4404;440,4122337;-0,574816904;0,003612396;;;;
4405;440,5122365;-0,716084814;0,003504575;;;;
4406;440,6122392;-0,832551415;0,00338969;;;;
4407;440,712242;-0,920205732;0,003268525;;;;
4408;440,8122448;-0,976034188;0,003142027;;;;
4409;440,9122476;-0,998123661;0,003011275;;;;
4410;441,0122503;-0,985726359;0,002877445;;;;
4411;441,1122531;-0,939284371;0,002741777;;;;
4412;441,2122559;-0,860413155;0,002605536;;;;
4413;441,3122587;-0,751844635;0,002469971;;;;
4414;441,4122615;-0,617331956;0,002336276;;;;
4415;441,5122642;-0,461519286;0,002205556;;;;
4416;441,612267;-0,289781197;0,00207879;;;;
4417;441,7122698;-0,108037216;0,001956803;;;;
4418;441,8122726;0,077452073;0,001840242;;;;
4419;441,9122753;0,260300347;0,001729555;;;;
4420;442,0122781;0,434214926;0,001624983;;;;
4421;442,1122809;0,593212715;0,001526554;;;;
4422;442,2122837;0,731825361;0,001434085;;;;
4423;442,3122865;0,845286638;0,001347193;;;;
4424;442,4122892;0,929695699;0,001265312;;;;
4425;442,512292;0,982150666;0,001187715;;;;
4426;442,6122948;1,000848;0,001113543;;;;
4427;442,7122976;0,985144308;0,001041839;;;;
4428;442,8123003;0,935578451;0,000971582;;;;
4429;442,9123031;0,853853208;0,00090173;;;;
4430;443,0123059;0,742777085;0,000831251;;;;
4431;443,1123087;0,606168238;0,000759172;;;;
4432;443,2123115;0,448723737;0,000684607;;;;
4433;443,3123142;0,275858601;0,000606796;;;;
4434;443,412317;0,09352007;0,00052513;;;;
4435;443,5123198;-0,092016571;0,000439182;;;;
4436;443,6123226;-0,27436364;0,000348715;;;;
4437;443,7123253;-0,447240809;0,000253704;;;;
4438;443,8123281;-0,6046914;0,000154329;;;;
4439;443,9123309;-0,741287783;5,09833E-05;;;;
4440;444,0123337;-0,852318779;-5,57477E-05;;;;
4441;444,1123365;-0,933952561;-0,000165096;;;;
4442;444,2123392;-0,983369377;-0,000276139;;;;
4443;444,312342;-0,998859465;-0,000387826;;;;
4444;444,4123448;-0,979882678;-0,00049901;;;;
4445;444,5123476;-0,927087725;-0,000608488;;;;
4446;444,6123503;-0,842290268;-0,000715038;;;;
4447;444,7123531;-0,728410613;-0,000817458;;;;
4448;444,8123559;-0,589373083;-0,000914603;;;;
4449;444,9123587;-0,429970565;-0,001005425;;;;
4450;445,0123615;-0,255698909;-0,001089004;;;;
4451;445,1123642;-0,072566927;-0,001164578;;;;
4452;445,212367;0,113111391;-0,001231568;;;;
4453;445,3123698;0,294935209;-0,001289593;;;;
4454;445,4123726;0,466638118;-0,001338484;;;;
4455;445,5123753;0,622304656;-0,001378284;;;;
4456;445,6123781;0,756574525;-0,00140925;;;;
4457;445,7123809;0,864827428;-0,001431838;;;;
4458;445,8123837;0,943342122;-0,001446686;;;;
4459;445,9123865;0,989424202;-0,001454593;;;;
4460;446,0123892;1,001498226;-0,00145649;;;;
4461;446,112392;0,979161068;-0,001453403;;;;
4462;446,2123948;0,923194721;-0,001446421;;;;
4463;446,3123976;0,835538199;-0,001436657;;;;
4464;446,4124003;0,719219603;-0,001425207;;;;
4465;446,5124031;0,578250794;-0,001413114;;;;
4466;446,6124059;0,417488391;-0,00140133;;;;
4467;446,7124087;0,242465962;-0,001390684;;;;
4468;446,8124115;0,059203239;-0,001381854;;;;
4469;446,9124142;-0,126001024;-0,001375341;;;;
4470;447,012417;-0,306785441;-0,001371456;;;;
4471;447,1124198;-0,476944184;-0,001370306;;;;
4472;447,2124226;-0,63063953;-0,001371794;;;;
4473;447,3124253;-0,76260153;-0,001375618;;;;
4474;447,4124281;-0,868308007;-0,00138129;;;;
4475;447,5124309;-0,944138811;-0,001388145;;;;
4476;447,6124337;-0,987499115;-0,001395371;;;;
4477;447,7124365;-0,996907618;-0,001402035;;;;
4478;447,8124392;-0,972046692;-0,001407118;;;;
4479;447,912442;-0,913772824;-0,00140955;;;;
4480;448,0124448;-0,824087009;-0,001408249;;;;
4481;448,1124476;-0,706066136;-0,00140216;;;;
4482;448,2124503;-0,563757698;-0,001390292;;;;
4483;448,3124531;-0,402041391;-0,001371755;;;;
4484;448,4124559;-0,226462305;-0,001345791;;;;
4485;448,5124587;-0,043041353;-0,001311803;;;;
4486;448,6124615;0,14193064;-0,00126938;;;;
4487;448,7124642;0,322108189;-0,001218306;;;;
4488;448,812467;0,491308431;-0,001158577;;;;
4489;448,9124698;0,643723026;-0,0010904;;;;
4490;449,0124726;0,77411744;-0,001014189;;;;
4491;449,1124753;0,878010779;-0,000930551;;;;
4492;449,2124781;0,951829985;-0,00084027;;;;
4493;449,3124809;0,993033064;-0,000744282;;;;
4494;449,4124837;1,000197057;-0,000643644;;;;
4495;449,5124865;0,973067672;-0,000539499;;;;
4496;449,6124892;0,912568782;-0,000433045;;;;
4497;449,712492;0,820771397;-0,000325488;;;;
4498;449,8124948;0,700823101;-0,000218009;;;;
4499;449,9124976;0,556840324;-0,000111724;;;;
4500;450,0125003;0,39376711;-7,64801E-06;;;;
4501;450,1125031;0,217205216;9,33374E-05;;;;
4502;450,2125059;0,033221389;0,000190511;;;;
4503;450,3125087;-0,151861513;0,000283335;;;;
4504;450,4125115;-0,331682358;0,000371469;;;;
4505;450,5125142;-0,500060953;0,000454783;;;;
4506;450,612517;-0,651211037;0,000533354;;;;
4507;450,7125198;-0,779939669;0,000607464;;;;
4508;450,8125226;-0,881826069;0,000677587;;;;
4509;450,9125253;-0,95337373;0,000744368;;;;
4510;451,0125281;-0,99213052;0,000808601;;;;
4511;451,1125309;-0,99677264;0,000871195;;;;
4512;451,2125337;-0,96714957;0,000933141;;;;
4513;451,3125365;-0,904288475;0,000995478;;;;
4514;451,4125392;-0,810358007;0,001059246;;;;
4515;451,512542;-0,688592792;0,001125457;;;;
4516;451,6125448;-0,543181317;0,001195047;;;;
4517;451,7125476;-0,379121134;0,001268847;;;;
4518;451,8125503;-0,202046467;0,001347548;;;;
4519;451,9125531;-0,018034201;0,001431672;;;;
4520;452,0125559;0,166605002;0,001521553;;;;
4521;452,1125587;0,345543274;0,001617321;;;;
4522;452,2125615;0,51265234;0,00171889;;;;
4523;452,3125642;0,662213122;0,001825963;;;;
4524;452,412567;0,789111017;0,001938032;;;;
4525;452,5125698;0,889010196;0,002054396;;;;
4526;452,6125726;0,958501056;0,002174175;;;;
4527;452,7125753;0,995215854;0,002296345;;;;
4528;452,8125781;0,997908658;0,00241976;;;;
4529;452,9125809;0,966496994;0,002543194;;;;
4530;453,0125837;0,902063817;0,002665375;;;;
4531;453,1125865;0,806819836;0,002785026;;;;
4532;453,2125892;0,684027502;0,002900909;;;;
4533;453,312592;0,537889299;0,003011857;;;;
4534;453,4125948;0,373404142;0,003116816;;;;
4535;453,5125976;0,196196762;0,003214878;;;;
4536;453,6126004;0,012325871;0,003305305;;;;
4537;453,7126031;-0,171922402;0,003387556;;;;
4538;453,8126059;-0,350248825;0,003461302;;;;
4539;453,9126087;-0,51655586;0,003526433;;;;
4540;454,0126115;-0,66515568;0,003583062;;;;
4541;454,1126142;-0,790964343;0,003631518;;;;
4542;454,212617;-0,889675526;0,003672332;;;;
4543;454,3126198;-0,957907898;0,003706221;;;;
4544;454,4126226;-0,993321077;0,003734056;;;;
4545;454,5126254;-0,994696187;0,003756838;;;;
4546;454,6126281;-0,961978203;0,003775656;;;;
4547;454,7126309;-0,896278573;0,003791653;;;;
4548;454,8126337;-0,799837954;0,003805986;;;;
4549;454,9126365;-0,675950257;0,00381978;;;;
4550;455,0126392;-0,528850535;0,003834099;;;;
4551;455,112642;-0,363570475;0,003849897;;;;
4552;455,2126448;-0,185766412;0,003867996;;;;
4553;455,3126476;-0,001525711;0,003889048;;;;
4554;455,4126504;0,182841834;0,003913518;;;;
4555;455,5126531;0,361020444;0,003941666;;;;
4556;455,6126559;0,52690517;0,003973537;;;;
4557;455,7126587;0,674811599;0,00400896;;;;
4558;455,8126615;0,799671198;0,004047551;;;;
4559;455,9126642;0,897205537;0,004088729;;;;
4560;456,012667;0,964073339;0,004131732;;;;
4561;456,1126698;0,99798526;0,004175645;;;;
4562;456,2126726;0,997782435;0,00421943;;;;
4563;456,3126754;0,963476053;0,004261959;;;;
4564;456,4126781;0,896246625;0,004302055;;;;
4565;456,5126809;0,798402969;0,00433853;;;;
4566;456,6126837;0,673302395;0,004370224;;;;
4567;456,7126865;0,525234861;0,004396046;;;;
4568;456,8126892;0,359275165;0,004415009;;;;
4569;456,912692;0,181108311;0,004426266;;;;
4570;457,0126948;-0,003165866;0,004429133;;;;
4571;457,1126976;-0,187242071;0,004423121;;;;
4572;457,2127004;-0,364825667;0,004407941;;;;
4573;457,3127031;-0,529848107;0,004383525;;;;
4574;457,4127059;-0,676674289;0,00435002;;;;
4575;457,5127087;-0,800294753;0,004307787;;;;
4576;457,6127115;-0,896496171;0,004257389;;;;
4577;457,7127142;-0,962004373;0,00419957;;;;
4578;457,812717;-0,994595095;0,004135232;;;;
4579;457,9127198;-0,993168762;0,004065404;;;;
4580;458,0127226;-0,957786838;0,003991211;;;;
4581;458,1127254;-0,889668622;0,003913829;;;;
4582;458,2127281;-0,791148676;0,003834457;;;;
4583;458,3127309;-0,665596415;0,003754267;;;;
4584;458,4127337;-0,517300661;0,003674374;;;;
4585;458,5127365;-0,351323124;0,003595795;;;;
4586;458,6127392;-0,173325821;0,003519418;;;;
4587;458,712742;0,010621722;0,003445974;;;;
4588;458,8127448;0,19424893;0,003376015;;;;
4589;458,9127476;0,371297348;0,003309898;;;;
4590;459,0127504;0,535733315;0,003247774;;;;
4591;459,1127531;0,681952966;0,003189587;;;;
4592;459,2127559;0,804972664;0,003135079;;;;
4593;459,3127587;0,900598426;0,003083804;;;;
4594;459,4127615;0,965568617;0,003035143;;;;
4595;459,5127642;0,997665082;0,00298833;;;;
4596;459,612767;0,995788935;0,002942483;;;;
4597;459,7127698;0,959998391;0,002896637;;;;
4598;459,8127726;0,891507331;0,002849778;;;;
4599;459,9127754;0,79264457;0,002800886;;;;
4600;460,0127781;0,666775173;0,002748969;;;;
4601;460,1127809;0,518186401;0,002693103;;;;
4602;460,2127837;0,351942119;0,002632466;;;;
4603;460,3127865;0,173710563;0,002566369;;;;
4604;460,4127892;-0,01042872;0,002494285;;;;
4605;460,512792;-0,194192187;0,002415867;;;;
4606;460,6127948;-0,371306827;0,002330968;;;;
4607;460,7127976;-0,535724555;0,002239641;;;;
4608;460,8128004;-0,681829121;0,002142151;;;;
4609;460,9128031;-0,804628432;0,002038958;;;;
4610;461,0128059;-0,899925639;0,001930713;;;;
4611;461,1128087;-0,964463084;0,001818233;;;;
4612;461,2128115;-0,996034119;0,001702477;;;;
4613;461,3128142;-0,993558909;0,001584518;;;;
4614;461,412817;-0,957121577;0,001465506;;;;
4615;461,5128198;-0,887967385;0,001346633;;;;
4616;461,6128226;-0,788460044;0,001229093;;;;
4617;461,7128254;-0,662000607;0,001114047;;;;
4618;461,8128281;-0,512910766;0,00100258;;;;
4619;461,9128309;-0,346284571;0,000895671;;;;
4620;462,0128337;-0,167813734;0,000794163;;;;
4621;462,1128365;0,016407472;0,00069873;;;;
4622;462,2128392;0,200090935;0,000609863;;;;
4623;462,312842;0,376969885;0,00052785;;;;
4624;462,4128448;0,541013089;0,000452773;;;;
4625;462,5128476;0,686630726;0,000384506;;;;
4626;462,6128504;0,808864878;0,00032272;;;;
4627;462,7128531;0,903558149;0,000266899;;;;
4628;462,8128559;0,967494689;0,00021636;;;;
4629;462,9128587;0,998508863;0,000170277;;;;
4630;463,0128615;0,995557939;0,000127712;;;;
4631;463,1128642;0,958756405;8,7653E-05;;;;
4632;463,212867;0,88937085;4,90474E-05;;;;
4633;463,3128698;0,789775682;1,08429E-05;;;;
4634;463,4128726;0,663371277;-2,79747E-05;;;;
4635;463,5128754;0,514467447;-6,83433E-05;;;;
4636;463,6128781;0,348136226;-0,00011109;;;;
4637;463,7128809;0,170039047;-0,0001569;;;;
4638;463,8128837;-0,013765823;-0,000206288;;;;
4639;463,9128865;-0,197029033;-0,000259584;;;;
4640;464,0128892;-0,373522148;-0,000316911;;;;
4641;464,112892;-0,537248738;-0,000378184;;;;
4642;464,2128948;-0,682647459;-0,000443106;;;;
4643;464,3128976;-0,804780299;-0,00051118;;;;
4644;464,4129004;-0,89949968;-0,000581719;;;;
4645;464,5129031;-0,963588808;-0,00065387;;;;
4646;464,6129059;-0,994870556;-0,00072664;;;;
4647;464,7129087;-0,992281229;-0,000798926;;;;
4648;464,8129115;-0,955906716;-0,000869555;;;;
4649;464,9129142;-0,886979794;-0,000937317;;;;
4650;465,012917;-0,787838655;-0,001001011;;;;
4651;465,1129198;-0,661848008;-0,001059478;;;;
4652;465,2129226;-0,513285374;-0,001111645;;;;
4653;465,3129254;-0,347196378;-0,001156559;;;;
4654;465,4129281;-0,169223863;-0,001193418;;;;
4655;465,5129309;0,014583415;-0,001221599;;;;
4656;465,6129337;0,197976076;-0,001240679;;;;
4657;465,7129365;0,374716448;-0,00125045;;;;
4658;465,8129392;0,53879074;-0,001250927;;;;
4659;465,912942;0,684613829;-0,001242346;;;;
4660;466,0129448;0,807219693;-0,001225159;;;;
4661;466,1129476;0,902430935;-0,001200017;;;;
4662;466,2129504;0,967001597;-0,001167751;;;;
4663;466,3129531;0,99872832;-0,001129346;;;;
4664;466,4129559;0,996525991;-0,001085904;;;;
4665;466,5129587;0,960465239;-0,001038612;;;;
4666;466,6129615;0,89177044;-0,000988701;;;;
4667;466,7129642;0,792778254;-0,000937407;;;;
4668;466,812967;0,666858079;-0,000885928;;;;
4669;466,9129698;0,518297135;-0,000835388;;;;
4670;467,0129726;0,352154105;-0,000786795;;;;
4671;467,1129754;0,174086367;-0,000741015;;;;
4672;467,2129781;-0,009843252;-0,000698738;;;;
4673;467,3129809;-0,193373536;-0,000660458;;;;
4674;467,4129837;-0,370258639;-0,000626457;;;;
4675;467,5129865;-0,534481183;-0,000596799;;;;
4676;467,6129892;-0,680457375;-0,000571324;;;;
4677;467,712992;-0,803227123;-0,000549661;;;;
4678;467,8129948;-0,898622638;-0,000531236;;;;
4679;467,9129976;-0,963409788;-0,000515296;;;;
4680;468,0130004;-0,995397417;-0,000500934;;;;
4681;468,1130031;-0,99351095;-0,000487121;;;;
4682;468,2130059;-0,957827864;-0,000472746;;;;
4683;468,3130087;-0,889573884;-0,000456647;;;;
4684;468,4130115;-0,791080149;-0,00043766;;;;
4685;468,5130143;-0,665702886;-0,000414653;;;;
4686;468,613017;-0,51770843;-0,000386571;;;;
4687;468,7130198;-0,352127567;-0,000352471;;;;
4688;468,8130226;-0,174584217;-0,000311555;;;;
4689;468,9130254;0,008895693;-0,000263199;;;;
4690;469,0130281;0,192088653;-0,000206977;;;;
4691;469,1130309;0,36878438;-0,000142675;;;;
4692;469,2130337;0,532995887;-7,03054E-05;;;;
4693;469,3130365;0,679161757;9,89928E-06;;;;
4694;469,4130393;0,802333831;9,74855E-05;;;;
4695;469,513042;0,898344032;0,000191795;;;;
4696;469,6130448;0,963944764;0,000291983;;;;
4697;469,7130476;0,996918197;0,000397045;;;;
4698;469,8130504;0,996150821;0,000505851;;;;
4699;469,9130531;0,96167078;0,000617176;;;;
4700;470,0130559;0,894646759;0,000729742;;;;
4701;470,1130587;0,797348464;0,000842259;;;;
4702;470,2130615;0,673070015;0,000953462;;;;
4703;470,3130643;0,526018818;0,001062155;;;;
4704;470,413067;0,361173604;0,001167249;;;;
4705;470,5130698;0,184116395;0,00126779;;;;
4706;470,6130726;0,000844009;0,001362993;;;;
4707;470,7130754;-0,182434587;0,001452266;;;;
4708;470,8130781;-0,35950826;0,001535224;;;;
4709;470,9130809;-0,524373968;0,001611699;;;;
4710;471,0130837;-0,671440194;0,001681743;;;;
4711;471,1130865;-0,795716671;0,001745625;;;;
4712;471,2130893;-0,892983936;0,001803815;;;;
4713;471,313092;-0,959936945;0,001856967;;;;
4714;471,4130948;-0,99429781;0,001905894;;;;
4715;471,5130976;-0,994893783;0,001951534;;;;
4716;471,6131004;-0,961697741;0,00199492;;;;
4717;471,7131031;-0,895829763;0,002037136;;;;
4718;471,8131059;-0,799519643;0,002079283;;;;
4719;471,9131087;-0,67603158;0,002122434;;;;
4720;472,0131115;-0,529553566;0,002167598;;;;
4721;472,1131143;-0,365055197;0,00221568;;;;
4722;472,213117;-0,188118761;0,002267449;;;;
4723;472,3131198;-0,004749358;0,002323509;;;;
4724;472,4131226;0,178829452;0,002384276;;;;
4725;472,5131254;0,356387473;0,002449961;;;;
4726;472,6131281;0,521899903;0,002520561;;;;
4727;472,7131309;0,669752304;0,002595855;;;;
4728;472,8131337;0,794931491;0,00267541;;;;
4729;472,9131365;0,893195797;0,002758595;;;;
4730;473,0131393;0,961218919;0,002844597;;;;
4731;473,113142;0,996702429;0,00293245;;;;
4732;473,2131448;0,998453173;0,003021062;;;;
4733;473,3131476;0,966422934;0,003109255;;;;
4734;473,4131504;0,901709114;0,003195799;;;;
4735;473,5131531;0,806516451;0,003279454;;;;
4736;473,6131559;0,684081186;0,003359009;;;;
4737;473,7131587;0,538560334;0,003433324;;;;
4738;473,8131615;0,374889908;0,003501367;;;;
4739;473,9131643;0,198616972;0,003562246;;;;
4740;474,013167;0,015711303;0,003615239;;;;
4741;474,1131698;-0,167636948;0,003659819;;;;
4742;474,2131726;-0,345226701;0,00369567;;;;
4743;474,3131754;-0,511055424;0,003722696;;;;
4744;474,4131781;-0,659521596;0,003741026;;;;
4745;474,5131809;-0,78561335;0,003751006;;;;
4746;474,6131837;-0,885077003;0,003753192;;;;
4747;474,7131865;-0,954559849;0,003748324;;;;
4748;474,8131893;-0,991722487;0,003737307;;;;
4749;474,913192;-0,99531698;0,003721175;;;;
4750;475,0131948;-0,965228265;0,00370106;;;;
4751;475,1131976;-0,9024775;0,00367815;;;;
4752;475,2132004;-0,809187249;0,003653651;;;;
4753;475,3132031;-0,688509727;0,003628745;;;;
4754;475,4132059;-0,544520493;0,003604551;;;;
4755;475,5132087;-0,382081173;0,003582084;;;;
4756;475,6132115;-0,206675787;0,003562225;;;;
4757;475,7132143;-0,024226147;0,003545687;;;;
4758;475,813217;0,159107514;0,003532993;;;;
4759;475,9132198;0,337134016;0,003524459;;;;
4760;476,0132226;0,503839877;0,00352018;;;;
4761;476,1132254;0,653592123;0,003520031;;;;
4762;476,2132281;0,781328468;0,003523667;;;;
4763;476,3132309;0,882728433;0,00353054;;;;
4764;476,4132337;0,954359633;0,003539912;;;;
4765;476,5132365;0,993794254;0,003550883;;;;
4766;476,6132393;0,999691726;0,003562423;;;;
4767;476,713242;0,971844755;0,003573405;;;;
4768;476,8132448;0,911187071;0,003582644;;;;
4769;476,9132476;0,819762552;0,003588939;;;;
4770;477,0132504;0,70065672;0,003591112;;;;
4771;477,1132531;0,557892838;0,00358805;;;;
4772;477,2132559;0,3962961;0,003578744;;;;
4773;477,3132587;0,221330482;0,003562323;;;;
4774;477,4132615;0,038913757;0,003538085;;;;
4775;477,5132643;-0,144783026;0,003505522;;;;
4776;477,613267;-0,323544784;0,003464339;;;;
4777;477,7132698;-0,491323231;0,003414465;;;;
4778;477,8132726;-0,642442082;0,003356058;;;;
4779;477,9132754;-0,771789635;0,003289498;;;;
4780;478,0132781;-0,874992122;0,003215381;;;;
4781;478,1132809;-0,948561936;0,0031345;;;;
4782;478,2132837;-0,990015646;0,003047816;;;;
4783;478,3132865;-0,997957807;0,002956433;;;;
4784;478,4132893;-0,972127729;0,00286156;;;;
4785;478,513292;-0,913407639;0,002764476;;;;
4786;478,6132948;-0,823792019;0,002666483;;;;
4787;478,7132976;-0,706319221;0,002568871;;;;
4788;478,8133004;-0,56496776;0,002472876;;;;
4789;478,9133031;-0,40452087;0,002379639;;;;
4790;479,0133059;-0,230403997;0,002290168;;;;
4791;479,1133087;-0,048500806;0,002205314;;;;
4792;479,2133115;0,135046024;0,002125739;;;;
4793;479,3133143;0,314042426;0,002051899;;;;
4794;479,413317;0,482451977;0,001984028;;;;
4795;479,5133198;0,634599261;0,00192214;;;;
4796;479,6133226;0,76536074;0,001866024;;;;
4797;479,7133254;0,87033675;0,001815258;;;;
4798;479,8133281;0,945998878;0,001769225;;;;
4799;479,9133309;0,989807852;0,001727135;;;;
4800;480,0133337;1,000298049;0,001688058;;;;
4801;480,1133365;0,97712588;0,001650954;;;;
4802;480,2133393;0,921080491;0,001614716;;;;
4803;480,313342;0,8340565;0,001578202;;;;
4804;480,4133448;0,71898974;0,001540284;;;;
4805;480,5133476;0,579758186;0,001499885;;;;
4806;480,6133504;0,421051424;0,001456018;;;;
4807;480,7133531;0,248213021;0,001407821;;;;
4808;480,8133559;0,067061064;0,001354592;;;;
4809;480,9133587;-0,116307143;0,00129581;;;;
4810;481,0133615;-0,295719731;0,001231159;;;;
4811;481,1133643;-0,465137433;0,001160538;;;;
4812;481,213367;-0,618856389;0,001084069;;;;
4813;481,3133698;-0,751699787;0,001002094;;;;
4814;481,4133726;-0,859191967;0,000915165;;;;
4815;481,5133754;-0,937709124;0,000824028;;;;
4816;481,6133781;-0,984601553;0,0007296;;;;
4817;481,7133809;-0,998283295;0,000632939;;;;
4818;481,8133837;-0,97828612;0,000535212;;;;
4819;481,9133865;-0,925275979;0,000437657;;;;
4820;482,0133893;-0,841031303;0,000341539;;;;
4821;482,113392;-0,728383792;0,000248117;;;;
4822;482,2133948;-0,591123636;0,000158596;;;;
4823;482,3133976;-0,433872287;7,40903E-05;;;;
4824;482,4134004;-0,261927023;-4,40974E-06;;;;
4825;482,5134032;-0,081082512;-7,60732E-05;;;;
4826;482,6134059;0,102564616;-0,000140253;;;;
4827;482,7134087;0,282821591;-0,000196507;;;;
4828;482,8134115;0,453608745;-0,000244611;;;;
4829;482,9134143;0,609165062;-0,000284565;;;;
4830;483,013417;0,744243047;-0,000316591;;;;
4831;483,1134198;0,854286273;-0,000341125;;;;
4832;483,2134226;0,935583535;-0,000358801;;;;
4833;483,3134254;0,985394368;-0,000370427;;;;
4834;483,4134282;1,002041632;-0,000376956;;;;
4835;483,5134309;0,984968021;-0,000379456;;;;
4836;483,6134337;0,934754571;-0,000379067;;;;
4837;483,7134365;0,85310057;-0,000376967;;;;
4838;483,8134393;0,742765574;-0,000374325;;;;
4839;483,913442;0,60747556;-0,000372268;;;;
4840;484,0134448;0,451796425;-0,000371833;;;;
4841;484,1134476;0,280979216;-0,000373936;;;;
4842;484,2134504;0,100782361;-0,000379341;;;;
4843;484,3134532;-0,082723011;-0,00038863;;;;
4844;484,4134559;-0,263358029;-0,000402182;;;;
4845;484,5134587;-0,43504438;-0,000420162;;;;
4846;484,6134615;-0,592008883;-0,000442514;;;;
4847;484,7134643;-0,728977471;-0,000468961;;;;
4848;484,813467;-0,841352057;-0,000499013;;;;
4849;484,9134698;-0,925364381;-0,000531984;;;;
4850;485,0134726;-0,978201741;-0,000567017;;;;
4851;485,1134754;-0,998100462;-0,000603108;;;;
4852;485,2134782;-0,984404039;-0,000639144;;;;
4853;485,3134809;-0,937584114;-0,000673935;;;;
4854;485,4134837;-0,859223665;-0,000706261;;;;
4855;485,5134865;-0,751963041;-0,00073491;;;;
4856;485,6134893;-0,619410729;-0,000758716;;;;
4857;485,713492;-0,466021874;-0,000776607;;;;
4858;485,8134948;-0,296948651;-0,000787633;;;;
4859;485,9134976;-0,117867492;-0,000791005;;;;
4860;486,0135004;0,065211056;-0,000786118;;;;
4861;486,1135032;0,246143531;-0,000772579;;;;
4862;486,2135059;0,418859114;-0,000750212;;;;
4863;486,3135087;0,577562723;-0,000719075;;;;
4864;486,4135115;0,716928913;-0,000679452;;;;
4865;486,5135143;0,832280122;-0,000631847;;;;
4866;486,613517;0,919743349;-0,000576971;;;;
4867;486,7135198;0,97638003;-0,000515715;;;;
4868;486,8135226;1,000284767;-0,000449127;;;;
4869;486,9135254;0,990649596;-0,000378371;;;;
4870;487,0135282;0,947791592;-0,000304696;;;;
4871;487,1135309;0,873142836;-0,000229392;;;;
4872;487,2135337;0,769203026;-0,000153748;;;;
