,Tempo[s],Z_onda[m],Z_heave[m]
10718,1071.829773,-0.8317720552,-0.0006072955615
10719,1071.929776,-0.9062009187,-0.0004865543187
10720,1072.029779,-0.9596232824,-0.0003427924537
10721,1072.129781,-0.9908031647,-0.0001792384347
10722,1072.229784,-0.999018577,0.0000004056779119
10723,1072.329787,-0.9840782599,0.0001920485969
10724,1072.42979,-0.9463262723,0.0003913035112
10725,1072.529792,-0.886634306,0.000593588976
10726,1072.629795,-0.8063818724,0.0007942346694
10727,1072.729798,-0.7074247777,0.000988589568
10728,1072.829801,-0.5920525697,0.001172130039
10729,1072.929804,-0.4629358982,0.001340565333
10730,1073.029806,-0.3230649619,0.001489938018
10731,1073.129809,-0.1756804369,0.001616717006
10732,1073.229812,-0.02419846117,0.001717880986
10733,1073.329815,0.1278685952,0.001790990298
10734,1073.429817,0.276993733,0.001834245537
10735,1073.52982,0.4197173918,0.00184653149
10736,1073.629823,0.5527280475,0.001827445343
10737,1073.729826,0.6729394316,0.001777308437
10738,1073.829829,0.7775625358,0.001697161283
10739,1073.929831,0.8641706838,0.001588741866
10740,1074.029834,0.9307561171,0.001454447717
10741,1074.129837,0.9757767447,0.001297282568
10742,1074.22984,0.9981919463,0.001120788802
10743,1074.329842,0.9974865843,0.000928967203
10744,1074.429845,0.9736826709,0.0007261858447
10745,1074.529848,0.9273384356,0.0005170801985
10746,1074.629851,0.8595348457,0.0003064467516
10747,1074.729854,0.7718499349,0.00009913258428
10748,1074.829856,0.6663215864,-0.0001000765412
10749,1074.929859,0.5453996851,-0.000286566992
10750,1075.029862,0.4118888047,-0.0004560044014
10751,1075.129865,0.2688828029,-0.0006044346386
10752,1075.229867,0.1196928808,-0.0007283762536
10753,1075.32987,-0.03222920189,-0.0008249022326
10754,1075.429873,-0.1833709665,-0.0008917091407
10755,1075.529876,-0.330240266,-0.0009271720175
10756,1075.629879,-0.4694456907,-0.0009303837175
10757,1075.729881,-0.597774503,-0.0009011777447
10758,1075.829884,-0.7122663416,-0.0008401340108
10759,1075.929887,-0.810281043,-0.0007485673436
10760,1076.02989,-0.8895590653,-0.0006284989675
10761,1076.129892,-0.9482731694,-0.0004826115784
10762,1076.229895,-0.9850702086,-0.0003141890127
10763,1076.329898,-0.999102095,-0.0001270418738
10764,1076.429901,-0.9900452499,0.00007457919605
10765,1076.529904,-0.9581080957,0.0002860806167
10766,1076.629906,-0.9040264075,0.0005026311188
10767,1076.729909,-0.8290466114,0.0007192727211
10768,1076.829912,-0.7348973794,0.0009310348792
10769,1076.929915,-0.6237501367,0.001133049168
10770,1077.029917,-0.4981693457,0.001320661845
10771,1077.12992,-0.3610536691,0.001489541678
10772,1077.229923,-0.2155693283,0.001635780538
10773,1077.329926,-0.06507716379,0.001755984401
10774,1077.429929,0.08694494119,0.001847352643
10775,1077.529931,0.2369824887,0.001907743759
10776,1077.629934,0.3815657828,0.001935725953
10777,1077.729937,0.5173504329,0.001930611414
10778,1077.82994,0.6411950527,0.001892473426
10779,1077.929942,0.7502343165,0.001822145908
10780,1078.029945,0.8419456385,0.001721205342
10781,1078.129948,0.9142078861,0.001591935481
10782,1078.229951,0.9653507259,0.001437275629
10783,1078.329954,0.9941934237,0.001260753648
10784,1078.429956,1.000072178,0.001066405235
10785,1078.529959,0.9828553392,0.0008586812956
10786,1078.629962,0.9429461743,0.0006423455601
10787,1078.729965,0.881273117,0.0004223647864
10788,1078.829967,0.7992677758,0.000203794089
10789,1078.92997,0.698831241,-0.000008339956471
10790,1079.029973,0.5822895242,-0.0002091557236
10791,1079.129976,0.4523392136,-0.000394029761
10792,1079.229979,0.3119846527,-0.0005587041998
10793,1079.329981,0.1644681419,-0.0006993858416
10794,1079.429984,0.0131948112,-0.0008128346139
10795,1079.529987,-0.1383460758,-0.0008964393234
10796,1079.62999,-0.2866615613,-0.0009482789271
10797,1079.729992,-0.4283353255,-0.0009671678775
10798,1079.829995,-0.5601060803,-0.0009526844634
10799,1079.929998,-0.6789422509,-0.0009051814603
10800,1080.030001,-0.7821112685,-0.0008257788171
10801,1080.130004,-0.8672419291,-0.0007163385181
10802,1080.230006,-0.9323784332,-0.000579422178
10803,1080.330009,-0.9760249142,-0.0004182323265
10804,1080.430012,-0.9971794728,-0.00023653872
10805,1080.530015,-0.9953569673,-0.00003859136894
10806,1080.630018,-0.9706000556,0.0001709777201
10807,1080.73002,-0.9234782396,0.0003872618232
10808,1080.830023,-0.8550749252,0.0006051933206
10809,1080.930026,-0.7669627729,0.0008196614255
10810,1081.030029,-0.6611678711,0.001025631092
10811,1081.130031,-0.5401235147,0.001218260342
10812,1081.230034,-0.4066146065,0.001393013272
10813,1081.330037,-0.2637139161,0.001545766123
10814,1081.43004,-0.1147116208,0.001672903918
10815,1081.530043,0.03696027944,0.001771405413
10816,1081.630045,0.187806955,0.001838914369
10817,1081.730048,0.3343513343,0.001873795455
10818,1081.830051,0.4732144237,0.001875173463
10819,1081.930054,0.6011934873,0.001842954892
10820,1082.030056,0.7153362532,0.001777831366
10821,1082.130059,0.813009395,0.001681264776
10822,1082.230062,0.8919596634,0.001555454463
10823,1082.330065,0.9503662109,0.00140328716
10824,1082.430068,0.9868828621,0.001228270846
10825,1082.53007,1.000669318,0.00103445401
10826,1082.630073,0.9914105492,0.0008263321766
10827,1082.730076,0.959323928,0.0006087438518
10828,1082.830079,0.9051539263,0.0003867582844
10829,1082.930081,0.8301545336,0.0001655576461
10830,1083.030084,0.7360598265,-0.00004968364212
10831,1083.130087,0.625043412,-0.0002539196329
10832,1083.23009,0.4996677326,-0.0004423508146
10833,1083.330093,0.3628244515,-0.0006105365623
10834,1083.430095,0.2176673463,-0.0007544994499
10835,1083.530098,0.06753929999,-0.0008708189787
10836,1083.630101,-0.08410489147,-0.0009567125226
10837,1083.730104,-0.2337780974,-0.001010101579
10838,1083.830106,-0.3780409762,-0.001029661755
10839,1083.930109,-0.5135808095,-0.001014855296
10840,1084.030112,-0.637287258,-0.0009659453553
10841,1084.130115,-0.7463233308,-0.0008839916533
10842,1084.230118,-0.8381899856,-0.0007708275672
10843,1084.33012,-0.9107829253,-0.0006290191632
10844,1084.430123,-0.9624403413,-0.0004618070779
10845,1084.530126,-0.9919805559,-0.0002730325668
10846,1084.630129,-0.998728744,-0.00006704940572
10847,1084.730131,-0.982532152,0.0001513763356
10848,1084.830134,-0.943763484,0.0003771763444
10849,1084.930137,-0.8833123823,0.0006050974031
10850,1085.03014,-0.8025651854,0.0008298233013
10851,1085.130143,-0.7033734053,0.001046098499
10852,1085.230145,-0.5880116122,0.001248850673
10853,1085.330148,-0.4591256486,0.001433309289
10854,1085.430151,-0.3196723161,0.00159511744
10855,1085.530154,-0.1728518734,0.001730434341
10856,1085.630156,-0.02203485418,0.001836026068
10857,1085.730159,0.1293151474,0.001909342408
10858,1085.830162,0.277720969,0.001948578009
10859,1085.930165,0.4197718318,0.001952716372
10860,1086.030168,0.5522019068,0.001921555611
10861,1086.13017,0.671965669,0.001855715357
10862,1086.230173,0.7763082755,0.001756624595
10863,1086.330176,0.8628293072,0.00162649066
10864,1086.430179,0.9295383646,0.001468250089
10865,1086.530181,0.9749011915,0.001285502413
10866,1086.630184,0.997875226,0.001082428379
10867,1086.730187,0.9979337246,0.0008636944861
10868,1086.83019,0.9750778843,0.0006343459938
10869,1086.930193,0.9298366735,0.0003996908754
10870,1087.030195,0.8632543815,0.0001651773777
10871,1087.130198,0.7768661945,-0.00006373198285
10872,1087.230201,0.6726623915,-0.000281687075
10873,1087.330204,0.5530420276,-0.0004835745224
10874,1087.430206,0.4207572205,-0.0006646368974
10875,1087.530209,0.2788493716,-0.0008205839653
10876,1087.630212,0.13057884,-0.0009476933795
10877,1087.730215,-0.0206502737,-0.001042898469
10878,1087.830218,-0.1713684704,-0.001103861054
10879,1087.93022,-0.3181205054,-0.001129027567
10880,1088.030223,-0.4575445159,-0.001117667145
10881,1088.130226,-0.5864488206,-0.001069890752
10882,1088.230229,-0.7018846521,-0.0009866508749
10883,1088.330231,-0.8012131951,-0.0008697217226
10884,1088.430234,-0.8821654397,-0.0007216603663
10885,1088.530237,-0.9428935304,-0.0005457496655
10886,1088.63024,-0.9820124907,-0.0003459242635
10887,1088.730243,-0.9986314152,-0.0001266813259
10888,1088.830245,-0.9923734593,0.0001070219446
10889,1088.930248,-0.9633841995,0.0003498816773
10890,1089.030251,-0.9123281905,0.0005963689852
10891,1089.130254,-0.8403738016,0.0008408571042
10892,1089.230256,-0.7491666654,0.00107775109
10893,1089.330259,-0.6407923236,0.001301617079
10894,1089.430262,-0.5177288853,0.001507308115
10895,1089.530265,-0.3827907404,0.001690083642
10896,1089.630268,-0.2390645668,0.001845719856
10897,1089.73027,-0.08983905247,0.001970608371
10898,1089.830273,0.06147010027,0.002061840875
10899,1089.930276,0.2113982022,0.002117277795
10900,1090.030279,0.3565108681,0.002135599342
10901,1090.130281,0.4934827617,0.002116337722
10902,1090.230284,0.6191739798,0.002059889723
10903,1090.330287,0.730702306,0.001967509349
10904,1090.43029,0.8255096426,0.001841280626
10905,1090.530293,0.9014210572,0.001684071161
10906,1090.630295,0.9566950448,0.001499467493
10907,1090.730298,0.9900638075,0.001291693695
10908,1090.830301,1.000762585,0.001065515061
10909,1090.930304,0.9885473349,0.0008261290834
10910,1091.030306,0.9537003277,0.0005790462173
10911,1091.130309,0.897023531,0.0003299631566
10912,1091.230312,0.819819933,0.00008463154575
10913,1091.330315,0.7238632591,-0.0001512748484
10914,1091.430318,0.6113568092,-0.0003722914382
10915,1091.53032,0.4848824039,-0.0005732895483
10916,1091.630323,0.3473406591,-0.0007495956405
10917,1091.730326,0.2018840106,-0.0008971002583
10918,1091.830329,0.05184407314,-0.001012354149
10919,1091.930331,-0.09934496162,-0.001092649313
10920,1092.030334,-0.2482250996,-0.00113608308
10921,1092.130337,-0.3913936719,-0.001141603685
10922,1092.23034,-0.525581,-0.001109036266
10923,1092.330343,-0.6477248355,-0.001039088619
10924,1092.430345,-0.7550398976,-0.0009333365665
10925,1092.530348,-0.8450809593,-0.0007941892019
10926,1092.630351,-0.9157980877,-0.0006248347963
10927,1092.730354,-0.9655828304,-0.000429168563
10928,1092.830356,-0.9933043461,-0.000211703919
10929,1092.930359,-0.9983347051,0.00002253074455
10930,1093.030362,-0.9805628231,0.0002681074239
10931,1093.130365,-0.9403967399,0.0005193233582
10932,1093.230368,-0.8787542086,0.0007703325109
10933,1093.33037,-0.7970418101,0.001015280654
10934,1093.430373,-0.6971230566,0.001248440939
10935,1093.530376,-0.581276185,0.001464346824
10936,1093.630379,-0.4521425657,0.001657919275
10937,1093.730381,-0.3126668597,0.001824585293
10938,1093.830384,-0.1660302433,0.001960385008
10939,1093.930387,-0.01557817763,0.002062064831
10940,1094.03039,0.1352556672,0.002127154492
10941,1094.130393,0.283027627,0.002154026139
10942,1094.230395,0.4243626297,0.002141934088
10943,1094.330398,0.5560313621,0.002091034272
10944,1094.430401,0.6750242449,0.002002382877
10945,1094.530404,0.7786205025,0.001877914163
10946,1094.630406,0.8644507154,0.001720397915
10947,1094.730409,0.9305513834,0.001533377478
10948,1094.830412,0.9754102066,0.001321089745
10949,1094.930415,0.9980010037,0.001088368909
10950,1095.030418,0.9978074286,0.0008405361615
10951,1095.13042,0.9748349108,0.0005832778499
10952,1095.230423,0.9296105275,0.0003225148809
10953,1095.330426,0.8631708013,0.00006426636039
10954,1095.430429,0.7770377145,-0.0001854893936
10955,1095.530431,0.6731835075,-0.0004209532639
10956,1095.630434,0.5539851029,-0.0006366399772
10957,1095.730437,0.4221692416,-0.0008275058586
10958,1095.83044,0.2807496339,-0.0009890667341
10959,1095.930443,0.1329576144,-0.001117503234
10960,1096.030445,-0.01783206742,-0.001209751035
10961,1096.130448,-0.1681785842,-0.001263573926
10962,1096.230451,-0.3146536999,-0.001277617959
10963,1096.330454,-0.4539199589,-0.001251445398
10964,1096.430456,-0.5828066095,-0.001185547618
10965,1096.530459,-0.6983815449,-0.001081336622
10966,1096.630462,-0.7980176492,-0.0009411152875
10967,1096.730465,-0.8794520771,-0.0007680269983
10968,1096.830468,-0.9408371651,-0.0005659857527
10969,1096.93047,-0.980781869,-0.000339588309
10970,1097.030473,-0.9983828376,-0.00009401034432
10971,1097.130476,-0.9932444631,0.0001651110258
10972,1097.230479,-0.9654874944,0.0004318057008
10973,1097.330481,-0.9157460443,0.0006999070943
10974,1097.430484,-0.8451530751,0.0009631935616
10975,1097.530487,-0.7553146915,0.001215531516
10976,1097.63049,-0.6482738106,0.001451016949
10977,1097.730493,-0.5264640093,0.00166411209
10978,1097.830495,-0.3926545577,0.001849774068
10979,1097.930498,-0.2498878477,0.002003572574
10980,1098.030501,-0.1014105908,0.00212179381
10981,1098.130504,0.04939969401,0.002201528291
10982,1098.230506,0.1991112669,0.002240740438
10983,1098.330509,0.3443161163,0.002238318322
10984,1098.430512,0.4817075116,0.002194102355
10985,1098.530515,0.608155396,0.002108892211
10986,1098.630518,0.7207778926,0.001984431763
10987,1098.73052,0.8170072693,0.001823372321
10988,1098.830523,0.8946488257,0.001629214949
10989,1098.930526,0.9519313163,0.001406233131
10990,1099.030529,0.9875477168,0.001159377496
10991,1099.130531,1.000685357,0.0008941647502
10992,1099.230534,0.9910446966,0.0006165533075
10993,1099.330537,0.9588462789,0.0003328084302
10994,1099.43054,0.9048256939,0.000049359947
10995,1099.530543,0.8302166519,-0.0002273442198
10996,1099.630545,0.7367225679,-0.0004909853732
10997,1099.730548,0.626477327,-0.0007355188392
10998,1099.830551,0.5019961606,-0.0009553129213
10999,1099.930554,0.3661177987,-0.001145278819
11000,1100.030556,0.2219392652,-0.001300988517
11001,1100.130559,0.07274485504,-0.001418777909
11002,1100.230562,-0.07806904328,-0.001495832775
11003,1100.330565,-0.2270715276,-0.001530255588
11004,1100.430568,-0.370875369,-0.001521111587
11005,1100.53057,-0.506214013,-0.001468452997
11006,1100.630573,-0.6300156423,-0.0013733208
11007,1100.730576,-0.7394726347,-0.001237723958
11008,1100.830579,-0.832104865,-0.001064596499
11009,1100.930581,-0.9058154557,-0.0008577333933
11010,1101.030584,-0.9589377594,-0.0006217066442
11011,1101.130587,-0.9902725591,-0.0003617634366
11012,1101.23059,-0.9991146962,-0.00008370864352
11013,1101.330593,-0.9852685694,0.0002062256789
11014,1101.430595,-0.9490521937,0.0005015208577
11015,1101.530598,-0.8912897527,0.0007955190532
11016,1101.630601,-0.8132928294,0.001081574246
11017,1101.730604,-0.7168307362,0.001353203328
11018,1101.830606,-0.6040906042,0.001604233862
11019,1101.930609,-0.4776281047,0.001828945121
11020,1102.030612,-0.340309884,0.002022199199
11021,1102.130615,-0.1952489704,0.002179559169
11022,1102.230618,-0.04573457282,0.002297391579
11023,1102.33062,0.1048421828,0.002372950911
11024,1102.430623,0.2530649302,0.002404444048
11025,1102.530626,0.3955694426,0.002391073228
11026,1102.630629,0.5291199728,0.002333056477
11027,1102.730631,0.6506828245,0.00223162499
11028,1102.830634,0.7574954684,0.002088997482
11029,1102.930637,0.8471296108,0.001908332044
11030,1103.03064,0.9175467449,0.001693656544
11031,1103.130643,0.9671448794,0.001449779129
11032,1103.230645,0.9947953378,0.001182180799
11033,1103.330648,0.9998687456,0.0008968924832
11034,1103.430651,0.9822495779,0.0006003593694
11035,1103.530654,0.9423389039,0.0002992955503
11036,1103.630656,0.8810452516,0.0000005322733306
11037,1103.730659,0.7997637925,-0.0002891367699
11038,1103.830662,0.7003443347,-0.0005631096012
11039,1103.930665,0.5850488731,-0.0008151260569
11040,1104.030668,0.4564997001,-0.001039410412
11041,1104.13067,0.3176193008,-0.001230803273
11042,1104.230673,0.1715634479,-0.001384879722
11043,1104.330676,0.02164906762,-0.001498051002
11044,1104.430679,-0.1287214386,-0.001567647409
11045,1104.530681,-0.2761376607,-0.001591980465
11046,1104.630684,-0.4172586483,-0.001570382937
11047,1104.730687,-0.5488886108,-0.00150322574
11048,1104.83069,-0.6680491354,-0.001391911318
11049,1104.930693,-0.7720463005,-0.001238843603
11050,1105.030695,-0.8585311985,-0.0010473752
11051,1105.130698,-0.9255525358,-0.000821732961
11052,1105.230701,-0.9716001719,-0.0005669236062
11053,1105.330704,-0.9956386644,-0.0002886215001
11054,1105.430706,-0.9971301138,0.000006958893619
11055,1105.530709,-0.97604584,0.0003132030063
11056,1105.630712,-0.9328666622,0.0006232454486
11057,1105.730715,-0.8685718058,0.0009301252089
11058,1105.830718,-0.7846166951,0.001226943251
11059,1105.93072,-0.6829001339,0.001507018935
11060,1106.030723,-0.5657215958,0.001764041717
11061,1106.130726,-0.4357295623,0.001992214658
11062,1106.230729,-0.295862035,0.002186386499
11063,1106.330731,-0.1492805228,0.002342169261
11064,1106.430734,0.0007010503728,0.002456038702
11065,1106.530737,0.1506909532,0.002525415305
11066,1106.63074,0.2972961201,0.002548723957
11067,1106.730743,0.4371987855,0.002525430905
11068,1106.830745,0.5672315594,0.002456057144
11069,1106.930748,0.6844492456,0.002342167882
11070,1107.030751,0.7861957617,0.002186338301
11071,1107.130754,0.8701646191,0.001992096353
11072,1107.230756,0.934451558,0.00176384385
11073,1107.330759,0.9775980989,0.00150675763
11074,1107.430762,0.9986249808,0.001226672995
11075,1107.530765,0.9970546816,0.0009299520537
11076,1107.630768,0.9729224742,0.0006233399392
11077,1107.73077,0.9267757366,0.000313812139
11078,1107.830773,0.8596615169,0.000008416404438
11079,1107.930776,0.7731026321,-0.0002858871875
11080,1108.030779,0.6690628541,-0.000562384388
11081,1108.130781,0.5499019991,-0.0008147595529
11082,1108.230784,0.4183219734,-0.001037239567
11083,1108.330787,0.2773050469,-0.001224725639
11084,1108.43079,0.130045799,-0.001372909948
11085,1108.530793,-0.02012166749,-0.001478374496
11086,1108.630795,-0.169799554,-0.001538669875
11087,1108.730798,-0.3156034794,-0.001552372144
11088,1108.830801,-0.4542391086,-0.001519116506
11089,1108.930804,-0.5825765533,-0.001439606971
11090,1109.030806,-0.6977208636,-0.001315601767
11091,1109.130809,-0.7970770392,-0.001149874804
11092,1109.230812,-0.8784081213,-0.0009461540144
11093,1109.330815,-0.9398850985,-0.0007090379602
11094,1109.430818,-0.9801275496,-0.0004438925582
11095,1109.53082,-0.9982341609,-0.0001567302465
11096,1109.630823,-0.9938024808,0.0001459256892
11097,1109.730826,-0.9669375146,0.0004571885725
11098,1109.830829,-0.9182490009,0.0007699642431
11099,1109.930831,-0.8488374579,0.001077111889
11100,1110.030834,-0.7602693227,0.001371606164
11101,1110.130837,-0.6545417401,0.001646696902
11102,1110.23084,-0.5340377757,0.001896062828
11103,1110.330843,-0.401473032,0.002113955734
11104,1110.430845,-0.259834829,0.002295331872
11105,1110.530848,-0.1123152774,0.002435967541
11106,1110.630851,0.03776029673,0.002532556241
11107,1110.730854,0.1870080021,0.002582785153
11108,1110.830856,0.332061462,0.002585389188
11109,1110.930859,0.4696476319,0.00254018135
11110,1111.030862,0.5966606576,0.002448058689
11111,1111.130865,0.7102321044,0.002310983664
11112,1111.230868,0.8077959586,0.002131941332
11113,1111.33087,0.8871469049,0.001914873259
11114,1111.430873,0.9464905254,0.001664589663
11115,1111.530876,0.9844842451,0.001386661708
11116,1111.630879,1.00026805,0.001087296394
11117,1111.730881,0.9934842423,0.0007731968385
11118,1111.830884,0.9642857467,0.0004514110968
11119,1111.930887,0.9133327545,0.0001291729383
11120,1112.03089,0.8417777643,-0.0001862618299
11121,1112.130893,0.7512393576,-0.0004877797848
11122,1112.230895,0.6437653151,-0.0007685713311
11123,1112.330898,0.5217859338,-0.001022285501
11124,1112.430901,0.3880586387,-0.001243174593
11125,1112.530904,0.2456051864,-0.001426225359
11126,1112.630906,0.09764292802,-0.001567273743
11127,1112.730909,-0.05248826446,-0.001663100548
11128,1112.830912,-0.2014017157,-0.001711505843
11129,1112.930915,-0.3457405623,-0.001711360381
11130,1113.030918,-0.4822535138,-0.00166263284
11131,1113.13092,-0.6078680406,-0.001566392227
11132,1113.230923,-0.7197593444,-0.001424785362
11133,1113.330926,-0.8154135781,-0.001240989913
11134,1113.430929,-0.8926839239,-0.001019143997
11135,1113.530931,-0.9498383115,-0.0007642539391
11136,1113.630934,-0.9855977542,-0.0004820822101
11137,1113.730937,-0.9991644938,-0.0001790180784
11138,1113.83094,-0.9902393728,0.0001380661327
11139,1113.930943,-0.9590280905,0.0004619699441
11140,1114.030945,-0.9062362365,0.0007853272864
11141,1114.130948,-0.833053239,0.001100773063
11142,1114.230951,-0.7411255941,0.001401109942
11143,1114.330954,-0.6325199754,0.001679471609
11144,1114.430956,-0.5096770293,0.001929478765
11145,1114.530959,-0.3753568642,0.00214538435
11146,1114.630962,-0.2325774174,0.002322204659
11147,1114.730965,-0.08454703744,0.002455833391
11148,1114.830968,0.06540724637,0.002543136005
11149,1114.93097,0.2139142,0.002582022218
11150,1115.030973,0.3576339656,0.002571494982
11151,1115.130976,0.493333071,0.002511674785
11152,1115.230979,0.6179571934,0.002403798696
11153,1115.330981,0.7287000354,0.002250194125
11154,1115.430984,0.8230667472,0.00205422787
11155,1115.530987,0.8989304388,0.001820231553
11156,1115.63099,0.9545804709,0.001553405099
11157,1115.730993,0.9887613937,0.001259700414
11158,1115.830995,1.000701609,0.0009456878544
11159,1115.930998,0.9901310682,0.0006184084957
11160,1116.031001,0.9572875707,0.0002852155108
11161,1116.131004,0.9029114926,-0.00004639176165
11162,1116.231006,0.828229052,-0.000368937317
11163,1116.331009,0.7349244894,-0.0006751377206
11164,1116.431012,0.6251018022,-0.0009580672485
11165,1116.531015,0.501236927,-0.001211315189
11166,1116.631018,0.3661214828,-0.00142913173
11167,1116.73102,0.2227993912,-0.001606559116
11168,1116.831023,0.0744978507,-0.001739545075
11169,1116.931026,-0.07544573251,-0.001825035925
11170,1117.031029,-0.2236591672,-0.001861047223
11171,1117.131031,-0.3668115219,-0.00184671031
11172,1117.231034,-0.5016880583,-0.00178229367
11173,1117.331037,-0.6252623606,-0.00166919858
11174,1117.43104,-0.7347640462,-0.001509929093
11175,1117.531043,-0.827740559,-0.001308037015
11176,1117.631045,-0.9021116918,-0.001068043062
11177,1117.731048,-0.9562156601,-0.0007953359482
11178,1117.831051,-0.9888457436,-0.0004960516602
11179,1117.931054,-0.9992767286,-0.0001769356084
11180,1118.031056,-0.9872806091,0.0001548092478
11181,1118.131059,-0.9531312401,0.0004916848873
11182,1118.231062,-0.8975978724,0.0008260676673
11183,1118.331065,-0.8219277377,0.001150380892
11184,1118.431068,-0.7278180787,0.001457266609
11185,1118.53107,-0.6173782454,0.001739752746
11186,1118.631073,-0.4930826848,0.001991411789
11187,1118.731076,-0.3577158424,0.002206507406
11188,1118.831079,-0.2143101716,0.002380125671
11189,1118.931081,-0.06607859048,0.002508287881
11190,1119.031084,0.08365714354,0.002588042405
11191,1119.131087,0.2315405799,0.002617533413
11192,1119.23109,0.3742556124,0.002596044921
11193,1119.331093,0.5086007488,0.002524019084
11194,1119.431095,0.6315609562,0.002403048288
11195,1119.531098,0.7403754666,0.002235841168
11196,1119.631101,0.8326000017,0.002026163269
11197,1119.731104,0.9061619924,0.001778753645
11198,1119.831106,0.9594075125,0.001499219241
11199,1119.931109,0.9911388291,0.0011939094
11200,1120.031112,1.00064168,0.0008697732996
11201,1120.131115,0.9877016258,0.0005342035076
11202,1120.231118,0.952609064,0.0001948691767
11203,1120.33112,0.8961527833,-0.0001404573766
11204,1120.431123,0.8196021736,-0.0004640767905
11205,1120.531126,0.724678505,-0.0007685374951
11206,1120.631129,0.6135159325,-0.00104680531
11207,1120.731131,0.4886131318,-0.001292423952
11208,1120.831134,0.3527766952,-0.001499662798
11209,1120.931137,0.2090576021,-0.001663648544
11210,1121.03114,0.06068224486,-0.001780477728
11211,1121.131143,-0.08902039626,-0.001847307546
11212,1121.231145,-0.2366937491,-0.001862422856
11213,1121.331148,-0.3790291016,-0.001825277787
11214,1121.431151,-0.5128397958,-0.001736510984
11215,1121.531154,-0.6351324949,-0.001597934058
11216,1121.631156,-0.7431739337,-0.001412493461
11217,1121.731159,-0.8345516819,-0.001184206576
11218,1121.831162,-0.9072275947,-0.0009180734242
11219,1121.931165,-0.9595828017,-0.0006199659115
11220,1122.031168,-0.9904532779,-0.0002964970835
11221,1122.13117,-0.9991552568,0.00004512671045
11222,1122.231173,-0.9854999662,0.0003972674394
11223,1122.331176,-0.9497974035,0.0007520271782
11224,1122.431179,-0.8928490982,0.001101426202
11225,1122.531181,-0.8159300434,0.001437583377
11226,1122.631184,-0.7207602063,0.00175289478
11227,1122.731187,-0.6094662451,0.002040206502
11228,1122.83119,-0.4845342633,0.002292977724
11229,1122.931193,-0.348754624,0.002505430348
11230,1123.031195,-0.2051600136,0.002672681785
11231,1123.131198,-0.05695809372,0.002790857842
11232,1123.231201,0.09253980113,0.002857183122
11233,1123.331204,0.2399923666,0.002870046834
11234,1123.431206,0.3821028187,0.002829042463
11235,1123.531209,0.5156925267,0.002734980342
11236,1123.631212,0.6377721505,0.002589872764
11237,1123.731215,0.7456086855,0.002396891912
11238,1123.831218,0.8367868949,0.002160301468
11239,1123.93122,0.9092637245,0.001885363392
11240,1124.031223,0.9614144418,0.001578221889
11241,1124.131226,0.9920694217,0.001245767146
11242,1124.231229,1.000540709,0.0008954818338
11243,1124.331231,0.9866377215,0.0005352737994
11244,1124.431234,0.9506717063,0.0001732986905
11245,1124.531237,0.8934488263,-0.0001822235261
11246,1124.63124,0.8162520201,-0.0005231940262
11247,1124.731243,0.7208120459,-0.0008418183964
11248,1124.831245,0.6092683754,-0.00113078357
11249,1124.931248,0.4841208438,-0.001383424427
11250,1125.031251,0.3481731807,-0.001593876276
11251,1125.131254,0.2044697325,-0.001757209739
11252,1125.231256,0.05622684464,-0.001869544951
11253,1125.331259,-0.09323951334,-0.001928142454
11254,1125.431262,-0.2405882173,-0.001931468658
11255,1125.531265,-0.3825278549,-0.001879234325
11256,1125.631268,-0.5158902944,-0.00177240515
11257,1125.73127,-0.637701308,-0.001613184096
11258,1125.831273,-0.7452466804,-0.001404965816
11259,1125.931276,-0.8361323514,-0.001152264103
11260,1126.031279,-0.9083372885,-0.000860613928
11261,1126.131281,-0.9602579541,-0.0005364501776
11262,1126.231284,-0.9907434291,-0.0001869657794
11263,1126.331287,-0.9991204637,0.0001800476783
11264,1126.43129,-0.9852079449,0.0005563732888
11265,1126.531293,-0.9493205044,0.0009335522787
11266,1126.631295,-0.8922612154,0.001303073474
11267,1126.731298,-0.8153035622,0.001656564544
11268,1126.831301,-0.7201630863,0.001985980727
11269,1126.931304,-0.6089593311,0.002283786798
11270,1127.031306,-0.484168908,0.002543128162
11271,1127.131309,-0.3485706934,0.002757987209
11272,1127.231312,-0.205184336,0.002923321371
11273,1127.331315,-0.05720339635,0.003035179727
11274,1127.431318,0.09207543651,0.003090795475
11275,1127.53132,0.2393255149,0.003088652128
11276,1127.631323,0.3812641894,0.003028521862
11277,1127.731326,0.5147259254,0.002911475078
11278,1127.831329,0.6367329541,0.002739860877
11279,1127.931331,0.744561876,0.002517258785
11280,1128.031334,0.8358047103,0.002248402743
11281,1128.131337,0.9084229953,0.001939078965
11282,1128.23134,0.9607936929,0.001595999882
11283,1128.331343,0.9917458255,0.001226656919
11284,1128.431345,1.000586985,0.0008391553465
11285,1128.531348,0.9871190785,0.0004420348364
11286,1128.631351,0.9516429216,0.00004407971936
11287,1128.731354,0.8949515648,-0.0003458768572
11288,1128.831356,0.8183124802,-0.0007191504951
11289,1128.931359,0.7234390194,-0.001067400418
11290,1129.031362,0.6124517963,-0.001382817284
11291,1129.131365,0.4878308907,-0.001658299704
11292,1129.231368,0.3523599792,-0.001887615498
11293,1129.33137,0.2090636915,-0.002065544013
11294,1129.431373,0.06113963861,-0.002187996281
11295,1129.531376,-0.08811332044,-0.002252110247
